Name,Oracle,Trigger 1,Trigger 2,Trigger 3,Trigger 4,Trigger 5
Barter in Blood,Each player sacrifices two creatures.,,,,,
"Baru, Fist of Krosa","Whenever a Forest enters the battlefield, green creatures you control get +1/+1 and gain trample until end of turn.    Grandeur - Discard another card named Baru, Fist of Krosa: Put an X/X green Wurm creature token onto the battlefield, where X is the number of lands you control.",No visual effect,,,,
Basal Sliver,"All Slivers have ""Sacrifice this permanent: Add BB to your mana pool.""",,,,,
Basal Thrull,"T, Sacrifice Basal Thrull: Add BB to your mana pool.",,,,,
Basalt Gargoyle,"Flying, echo 2R.    R: Basalt Gargoyle gets +0/+1 until end of turn.",Mandatory,,,,
Basalt Golem,"Basalt Golem can't be blocked by artifact creatures.    Whenever Basalt Golem becomes blocked by a creature, that creature's controller sacrifices it at end of combat.  If that player does, he or she puts a 0/2 colorless Wall artifact creature token with defender onto the battlefield.",No visual effect,Mandatory,,,
Basalt Monolith,Basalt Monolith doesn't untap during your untap step.    T: Add 3 to your mana pool.    3: Untap Basalt Monolith.,,,,,
"Basandra, Battle Seraph",Flying.    Players can't cast spells during combat.    R: Target creature attacks this turn if able.,,,,,
Bash to Bits,Destroy target artifact.    Flashback 4RR,,,,,
Basilisk Collar,Equipped creature has deathtouch and lifelink.    Equip 2,,,,,
Basking Rootwalla,1G: Basking Rootwalla gets +2/+2 until end of turn.  Activate this ability only once each turn.    Madness 0,Optional,,,,
Bathe in Light,Radiance - Choose a color.  Target creature and each other creature that shares a color with it gain protection from the chosen color until end of turn.,,,,,
Baton of Courage,"Flash, sunburst.    Remove a charge counter from Baton of Courage: Target creature gets +1/+1 until end of turn.",,,,,
Baton of Morale,2: Target creature gains banding until end of turn.,,,,,
Battered Golem,"Battered Golem doesn't untap during your untap step.    Whenever an artifact enters the battlefield, you may untap Battered Golem.",Optional,,,,
Battering Craghorn,"First strike, morph 1RR",,,,,
Battering Ram,"At the beginning of combat on your turn, Battering Ram gains banding until end of combat.    Whenever Battering Ram becomes blocked by a Wall, destroy that Wall at end of combat.",No visual effect,No visual effect,Lapsing,,
Battering Sliver,All Sliver creatures have trample.,,,,,
Battering Wurm,Bloodthirst 1.    Creatures with power less than Battering Wurm's power can't block it.,,,,,
Batterskull,Living weapon.    Equipped creature gets +4/+4 and has vigilance and lifelink.    3: Return Batterskull to its owner's hand.    Equip 5,Lapsing,,,,
Battle Cry,"Untap all white creatures you control.    Whenever a creature blocks this turn, it gets +0/+1 until end of turn.",,,,,
Battle Frenzy,Green creatures you control get +1/+1 until end of turn.    Nongreen creatures you control get +1/+0 until end of turn.,,,,,
Battle Hurda,First strike,,,,,
Battle Hymn,Add R to your mana pool for each creature you control.,,,,,
Battle Mastery,Enchant creature.    Enchanted creature has double strike.,,,,,
Battle of Wits,"At the beginning of your upkeep, if you have 200 or more cards in your library, you win the game.",Mandatory,,,,
Battle Rampart,Defender.    T: Target creature gains haste until end of turn.,,,,,
Battle Screech,Put two 1/1 white Bird creature tokens with flying onto the battlefield.    Flashback - Tap three untapped white creatures you control.,,,,,
Battle Squadron,Flying.    Battle Squadron's power and toughness are each equal to the number of creatures you control.,,,,,
Battle Strain,"Whenever a creature blocks, Battle Strain deals 1 damage to that creature's controller.",Mandatory,,,,
Battlefield Forge,T: Add 1 to your mana pool.    T: Add R or W to your mana pool.  Battlefield Forge deals 1 damage to you.,,,,,
Battlefield Medic,"T: Prevent the next X damage that would be dealt to target creature this turn, where X is the number of Clerics on the battlefield.",,,,,
Battlefield Percher,Flying.    Battlefield Percher can block only creatures with flying.    1B: Battlefield Percher gets +1/+1 until end of turn.,,,,,
Battlefield Scrounger,"Threshold - Put three cards from your graveyard on the bottom of your library: Battlefield Scrounger gets +3/+3 until end of turn.  Activate this ability only once each turn, and only if seven or more cards are in your graveyard.",,,,,
Battlegate Mimic,"Whenever you cast a spell that's both red and white, Battlefield Mimic becomes 4/2 and gains first strike until end of turn.",No visual effect,,,,
Battlegrace Angel,"Flying, exalted.    Whenever a creature you control attacks alone, it gains lifelink until end of turn.",No visual effect,No visual effect,,,
Battleground Geist,Flying.    Other Spirit creatures you control get +1/+0.,,,,,
Battlegrowth,Put a +1/+1 counter on target creature.,,,,,
Battle-Mad Ronin,Bushido 2.    Battle-Mad Ronin attacks each turn if able.,No visual effect,,,,
Battle-Rattle Shaman,"At the beginning of combat on your turn, you may have target creature get +2/+0 until end of turn.",Optional,,,,
Battletide Alchemist,"If a source would deal damage to a player, you may prevent X of that damage, where X is the number of Clerics you control.",,,,,
Battlewand Oak,"Whenever a Forest enters the battlefield under your control, Battlewand Oak gets +2/+2 until end of turn.    Whenever you cast a Treefolk spell, Battlewand Oak gets +2/+2 until end of turn.",No visual effect,No visual effect,,,
Battlewise Aven,"Flying.    Threshold - As long as seven or more cards are in your graveyard, Battlewise Aven gets +1/+1 and has first strike.",,,,,
Batwing Brume,Prevent all combat damage that would be dealt this turn if W was spent to cast Batwing Brume.  Each player loses 1 life for each attacking creature he or she controls if B was spent to cast Batwing Brume.,,,,,
Bay Falcon,"Flying, vigilance",,,,,
Bayou,,,,,,
Bayou Dragonfly,"Flying, swampwalk",,,,,
Bazaar of Baghdad,"T: Draw two cards, then discard three cards.",,,,,
Bazaar of Wonders,"When Bazaar of Wonders enters the battlefield, exile all cards from all graveyards.    Whenever a player casts a spell, counter it if a card with the same name is in a graveyard or a nontoken permanent with the same name is on the battlefield.",Mandatory,Mandatory,,,
Bazaar Trader,"T: Target player gains control of target artifact, creature, or land you control.",,,,,
Beacon Behemoth,1: Target creature with power 5 or greater gains vigilance until end of turn.,,,,,
Beacon Hawk,"Flying.    Whenever Beacon Hawk deals combat damage to a player, you may untap target creature.    W: Beacon Hawk gets +0/+1 until end of turn.",Optional,,,,
Beacon of Creation,Put a 1/1 green Insect creature token onto the battlefield for each Forest you control.  Shuffle Beacon of Creation into its owner's library.,,,,,
Beacon of Destiny,"T: The next time a source of your choice would deal damage to you this turn, that damage is dealt to Beacon of Destiny instead.",,,,,
Beacon of Destruction,Beacon of Destruction deals 5 damage to target creature or player.  Shuffle Beacon of Destruction into its owner's library.,,,,,
Beacon of Immortality,Double target player's life total.  Shuffle Beacon of Immortality into its owner's library.,,,,,
Beacon of Tomorrows,Target player takes an extra turn after this one.  Shuffle Beacon of Tomorrows into its owner's library.,,,,,
Beacon of Unrest,Put target artifact or creature card from a graveyard onto the battlefield under your control.  Shuffle Beacon of Unrest into its owner's library.,,,,,
Bear Cub,,,,,,
Bear Umbra,"Enchant creature.    Enchanted creature gets +2/+2 and has ""Whenever this creature attacks, untap all lands you control.    Totem armor.",Lapsing,,,,
Bearscape,"1G, Exile two cards from your graveyard: Put a 2/2 green Bear creature token onto the battlefield.",,,,,
Beast Attack,Put a 4/4 green Beast creature token onto the battlefield.    Flashback 2GGG,,,,,
Beast Hunt,Reveal the top three cards of your library.  Put all creature cards revealed this way into your hand and the rest into your graveyard.,,,,,
Beast of Burden,Beast of Burden's power and toughness are each equal to the number of creatures on the battlefield.,,,,,
Beast Walkers,G: Beast Walkers gains banding until end of turn.,,,,,
Beast Within,Destroy target permanent.  Its controller puts a 3/3 green Beast creature token onto the battlefield.,,,,,
Beastbreaker of Bala Ged,Level up 2G.    [LEVEL 1-3 ~ ~ 4/4]    [LEVEL 4+ ~ Trample ~ 6/6],,,,,
Beastmaster Ascension,"Whenever a creature you control attacks, you may put a quest counter on Beastmaster Ascension.    As long as Beastmaster Ascension has seven or more quest counters on it, creatures you control get +5/+5.",Optional,,,,
Beastmaster's Magemark,"Enchant creature.    Creatures you control that are enchanted get +1/+1.    Whenever a creature you control that's enchanted becomes blocked, it gets +1/+1 until end of turn for each creature blocking it.",No visual effect,,,,
Beasts of Bogardan,Protection from red.    Beasts of Bogardan gets +1/+1 as long as an opponent controls a white permanent.,,,,,
Beckon Apparition,Exile target card from a graveyard.  Put a 1/1 white and black Spirit creature token with flying onto the battlefield.,,,,,
Bedlam,Creatures can't block.,,,,,
Bee Sting,Bee Sting deals 2 damage to target creature or player.,,,,,
Befoul,Destroy target land or nonblack creature.  It can't be regenerated.,,,,,
Beguiler of Wills,T: Gain control of target creature with power less than or equal to the number of creatures you control.,,,,,
Behemoth Sledge,Equipped creature gets +2/+2 and has lifelink and trample.    Equip 3,,,,,
Behemoth's Herald,"2G, T, Sacrifice a red creature, a green creature, and a white creature: Search your library for a card named Godsire and put it onto the battlefield.  Then shuffle your library.",,,,,
Belbe's Armor,"X, T: Target creature gets -X/+X until end of turn.",,,,,
Belbe's Percher,Flying.    Belbe's Percher can block only creatures with flying.,,,,,
Belbe's Portal,"As Belbe's Portal enters the battlefield, choose a creature type.    3, T: You may put a creature card of the chosen type from your hand onto the battlefield.",,,,,
Belfry Spirit,"Flying, haunt.    When Belfry Spirit enters the battlefield or the creature it haunts dies, put two 1/1 black Bat creature tokens with flying onto the battlefield.",Mandatory,Lapsing,,,
Belligerent Hatchling,"First strike.    Belligerent Hatchling enters the battlefield with four -1/-1 counters on it.    Whenever you cast a red spell, remove a -1/-1 counter from Belligeret Hatchling.    Whenever you cast a white spell, remove a -1/-1 counter from Belligerent Hatchling.",Lapsing,Lapsing,,,
Bellowing Fiend,"Flying.    Whenever Bellowing Fiend deals damage to a creature, Bellowing Fiend deals 3 damage to that creature's controller and 3 damage to you.",Mandatory,,,,
Bellowing Tanglewurm,Intimidate.    Other green creatures you control have intimidate.,,,,,
Belltower Sphinx,"Flying.    Whenever a source deals damage to Belltower Sphinx, that source's controller puts that many cards from the top of his or her library into his or her graveyard.",Mandatory,,,,
Beloved Chaplain,Protection from creatures,,,,,
Benalish Cavalry,Flanking,No visual effect,,,,
Benalish Commander,"Benalish Commander's power and toughness are each equal to the number of Soldiers you control.    Suspend X - XWW.  X can't be 0.    Whenever a time counter is removed from Benalish Commander whilst it's exiled, put a 1/1 white Soldier creature token onto the battlefield.",Mandatory,Mandatory,Lapsing,,
